name,description
C0006902,capillaritis
C0006931,capsaicin
C0006938,Captopril
C0006945,carbachol
C0006949,carbamazepine
C0006968,carbapenems
C0006982,carbidopa
C0007009,CARBONA
C0007020,poisoning
C0007026,Carbonate
C0007036,on carbonic and hydrase inhibitor
C0007068,Carboxymethylcelluloe
C0007078,carbuncle
C0007080,Diabeta
C0007095,carcinoid
C0007097,Carcinoma
C0007099,carcinoma in-situ
C0007102,colon ca
C0007103,Endometrial Cancer
C0007107,cancer of larynx
C0007112,adenocarcinoma of the prostate
C0007113,rectal cancer
C0007114,Skin cancer
C0007115,thyroid ca
C0007120,Bronchioloalveolar adenocarcinoma
C0007121,bronchogenic carcinoma
C0007124,DCIS
C0007129,MCC
C0007130,mucinous adenocarcinoma
C0007131,NSCLC
C0007133,papillary carcinoma
C0007134,RCC
C0007137,"squamous cell
carcinoma"
C0007138,urothelial carcinoma
C0007140,carcinosarcoma
C0007144,cardia
C0007158,cardiac glycoside
C0007165,Cardiac output
C0007166,decreased cardiac output
C0007177,Pericardial tamponade
C0007179,part volume
C0007185,transthoracic impedance
C0007192,Alcoholic cardiomyopathy
C0007193,dilated cardiomyopathy
C0007194,Obstructive cardiomyopathy
C0007196,restrictive cardiomyopathy
C0007202,cardiopulmonary bypass
C0007203,Cardiopulmonary resuscitation
C0007209,cardioprotective
C0007220,Cardiovascular
C0007222,cardiovascular disease
C0007248,"of
carisoprodol"
C0007257,BCNU
C0007271,carotenoid
C0007272,carotid
C0007273,carotid artery disease
C0007275,external carotid artery
C0007276,internal carotid artery
C0007277,carotid body
C0007279,carotid body tumor
C0007280,carotid bruits
C0007281,carotid bulb
C0007282,carotid stenosis
C0007285,carpal
C0007286,Carpal tunnel syndrome
C0007294,carrier
C0007297,carsickness
C0007299,Carteolol
C0007302,cartilage disease
C0007320,case reports
C0007332,Casein
C0007343,castor oil
C0007347,bilateral orchiectomy
C0007350,that disease
C0007361,cat scratch disease
C0007384,cataplexy
C0007389,cataract surgery
C0007398,catatonic
C0007412,catecholaminergic
C0007421,catharsis
C0007422,cathartic
C0007430,Catherization
C0007431,arterial cannulation
C0007435,Central Venous Catheterization
C0007436,peripheral catheterization
C0007438,Swan-Ganz catheterization
C0007439,indwelling catheter
C0007458,cauda equina
C0007459,Neurogenic bladder
C0007461,the caudate nucleus
C0007465,cause of deathHer
C0007471,cautery
C0007530,cecostomy
C0007531,cecum
C0007537,Cefaclor
C0007538,Cefadroxil
C0007546,cefazolin
C0007553,cefotan
C0007554,Cefotaxime
C0007555,cefotetan
C0007557,Cefoxitin
C0007559,CEFTAZIDIME
C0007560,Ceftizoxime
C0007561,ceftriaxone
C0007562,CEFUROXIME
C0007569,celiac trunk
C0007570,celiac sprue
C0007572,Celiac plexus
C0007584,cell count
C0007585,all cultures
C0007597,hybrid
C0007621,neoplastic transformation
C0007642,Cellulitis
C0007645,Cellulitis and abscess
C0007656,mentation
C0007680,centrally acting
C0007681,central nervous system depressants
C0007682,s disease
C0007684,central nervous system infection
C0007688,central retinal artery occlusion
C0007713,Cepacol
C0007716,Cephalexin
C0007722,cephalohematoma
C0007723,and measurements
C0007735,Cephalothin
C0007738,Cephradine
C0007758,Ataxia
C0007760,cerebellar dysfunction
C0007762,cerebellar tumor
C0007765,cerebellar
C0007766,intracranial aneurysms
C0007767,Cerebral Angiography
C0007770,cerebral arteries
C0007775,mural atherosclerosis
C0007776,Cerebral cortex
C0007778,decortication procedure
C0007780,cerebral embolism
C0007785,cerebral infarcts
C0007786,brain ischemia
C0007787,transient ischemic attacks
C0007789,cerebral palsy
C0007793,CERBRAL PEDUNCLE
C0007795,diffuse atherosclerosis
C0007797,cerebral veins
C0007800,"Left
ventriculography"
C0007806,SPINAL FLUID
C0007809,csf pressure
C0007814,Cerebrospinal fluid otorrhea
C0007815,CSF Rhinorrhea
C0007820,cerebrovascular disease
C0007828,be element
C0007848,p cervical
C0007851,cervical laceration
C0007855,cervical polyp
C0007859,neck pain
C0007860,cervicitis
C0007863,occipital neuralgia
C0007867,cervical disease
C0007868,Cervical dysplasia
C0007871,cervical incompetence
C0007874,cervix
C0007876,cesarean sections
C0007906,Cetylpyrid
C0007926,CH 50
C0007933,chalazion
C0007939,chancre
C0007952,characterize
C0007955,charcoal
C0007959,peroneal muscular atrophy
C0007963,chart
C0007966,cheeks
C0007971,chelitis
C0007974,chelator
C0007975,chelation therapy
C0007994,chemically induced
C0008031,chest pain
C0008033,pleuritic chest pain
C0008034,chest tube
C0008035,chest wall pain
C0008049,chickenpox
C0008060,Child Abuse
C0008071,Child Development
C0008073,Developmental Disability
C0008078,CHILD HEALTH
C0008079,Child Health Services
C0008114,chin
C0008149,Chlamydia
C0008163,Chlorambucil
C0008168,to chloramphenicol
C0008174,CLORAZEPATE
C0008188,8. Chlordiazepoxide
C0008196,Chlorhexidine
C0008221,clomethiazole
C0008241,Proguanil
C0008269,Chloroquine
C0008273,chlorothiazide IV
C0008281,med chlorpheniramine
C0008283,Chlorphentermine
C0008286,Chlorpromazine
C0008287,6. Chlorpropamide
C0008294,on chlorthalidone
C0008296,Chlorzoxazone
C0008298,antrochoanal polyp
C0008301,choked
C0008307,Cholangiogram
C0008308,Cholangiolitis
C0008309,cholangiolar
C0008310,endoscopic retrograde cholangiopancreatography
C0008311,cholangitis
C0008312,PBC
C0008313,sclerosing cholangitis
C0008318,VITAMIN D
C0008320,Gallbladder removal
C0008325,cholecystitic
C0008327,cholecystogram
C0008328,CCK
C0008339,s/p cholecystostomy
C0008342,choledochoduodenostomy
C0008343,choledochojejunostomy
C0008346,choledochostomy
C0008350,cholelithiasis
C0008359,cholera
C0008370,cholestasis
C0008372,intrahepatic cholestasis
C0008373,cholesteatoma
C0008402,Cholestyramine
C0008405,Choline
C0008425,cholinesterase
C0008454,Chondroitin
C0008476,synovial chondromatosis
C0008479,chondrosarcoma
C0008484,chordae tendinae
C0008487,chordoma
C0008489,chorea
C0008495,chorioamnionitis
C0008497,choriocarcinoma s/p
C0008509,Chorionic villus sampling
C0008513,chorioretinitis
C0008519,heterotopic
C0008520,choroid
C0008522,choroidal hemorrhage
C0008533,Deficiency
C0008556,glc
C0008569,tlc
C0008627,and chromosomal
C0008677,Chronic Bronchitis
C0008679,of chronic disease
C0008680,chronic eosinophilic pneumonia
C0008707,Chronic osteomyelitis
C0008711,Chronic Rhinitis
C0008715,chronically ill
C0008717,chronology
C0008730,chyle
C0008732,chylous ascites
C0008733,chylothorax
C0008742,chymotrypsin
C0008767,scarring
C0008775,ciguatera
C0008777,Cilastatin
C0008783,on cimetidine
C0008795,cineangiogram
C0008809,on ciprofloxacin
C0008810,diurnal variation
C0008819,circumcision
C0008838,Cisplatin
C0008840,cisterna chyli
C0008845,citalopram
C0008864,"a
Citrulline"
C0008909,claustrophobia
C0008913,clavicle
C0008919,talon
C0008947,"R
CLINDAMYCIN"
C0008971,clinical protocol
C0008984,clitoris
C0008992,a clobetasol
C0009008,a clomiphene
C0009010,Clomipramine
C0009011,Clonazepam
C0009014,Clonidine
C0009024,clonus
C0009033,"and
Clorazepate Dipotassium"
C0009039,Closed chest cardiac massage
C0009053,collagenase
C0009068,suture
C0009069,clot retraction
C0009071,Clotiapine
C0009074,clotrimazole
C0009077,oxacillin
C0009079,Clozapine
C0009088,cluster headaches
C0009090,clutter
C0009117,coagulant
C0009137,Coal Tar
C0009144,tongue coated
C0009170,cocaine
C0009171,cocaine abuse
C0009176,cocaine intoxication
C0009178,cocaine withdrawal
C0009186,Coccidioidomycosis
C0009191,coccygeal region
C0009193,coccygeal pain
C0009194,coccyx
C0009195,cochlear
C0009199,cochlear implants
C0009213,cod liver oil
C0009214,Codeine
C0009215,codeine allergy
C0009217,Codeine Phosphate
C0009240,Cognition
C0009241,cognitive deficits
C0009244,cognitive therapy
C0009251,insurances
C0009253,Sex
C0009262,colchicine
C0009269,Cold intolerance
C0009274,colectomy
C0009279,COLESTIPOL
C0009316,colistin
C0009319,colitis
C0009324,ulcerative colitis
C0009325,collagen
C0009326,Rheumatologic Disease
C0009346,balloon pump
C0009348,collateral circulation
C0009353,colles fracture
C0009356,Collodion
C0009368,COLONIC
C0009373,Colon
C0009375,colonic mass
C0009377,colonic pseudo-obstruction
C0009378,colonoscopies
C0009402,colorectal cancer
C0009410,colostomies
C0009413,Col
C0009416,colporrhaphy
C0009417,Colposcopy
C0009421,COMA
C0009429,combination therapy
C0009437,Common bile duct
C0009438,common bile duct stone
C0009443,cold
C0009447,Common variable immunodeficiency
C0009450,infectious
C0009451,communicating hydrocephalus
C0009458,Medium
C0009488,comorbidities
C0009491,COMPARISON STUDY
C0009492,compartment syndrome
C0009500,C1 ESTERASE INHIBITOR
C0009555,blood cell count
C0009558,Completion Pneumonectomy
C0009566,complications
C0009586,Comprehensive Care
C0009587,Comprehensive Health Insurance
C0009592,brain compression
C0009595,-obsessive-compulsive disease
C0009612,computer system
C0009637,of conception
C0009647,Condition
C0009653,prophylactic
C0009663,Genital warts
C0009676,Confused
C0009714,congenital hepatic fibrosis
C0009759,conjunctiva
C0009760,Subconjunctival hemorrhage
C0009763,Conjunctivits
C0009768,bacterial conjunctivitis
C0009774,viral conjuctivitis
C0009782,Connective tissue disease
C0009790,conscience
C0009791,consciousness
C0009797,consent form
C0009806,"constipation
7"
C0009813,constriction
C0009818,consult
C0009836,contact lenses
C0009853,continuity of care
C0009861,family planning
C0009871,contraceptive
C0009886,contraceptive device
C0009905,Pill
C0009924,Contrast
C0009928,contrast sensitivity
C0009938,contusion
C0009940,convalescence
C0009946,Conversion Disorder
C0009952,febrile seizures
C0009953,convulsive therapy
C0009961,Coombs
C0009968,copper
C0010009,myelotomy
C0010031,Corneas
C0010032,corneal abrasion
C0010034,corneal
C0010037,corneal edema
C0010038,corneal opacity
C0010042,corneal transplants
C0010043,Corneal ulcerations
C0010051,coronary artery aneurysm
C0010054,coronary artery disease
C0010055,Coronary artery bypass
C0010068,coronary disease
C0010072,coronary thrombosis
C0010073,coronary artery spasm
C0010075,vessel coronary
C0010087,Quadrigeminal plate
C0010090,corpus callosum
C0010092,corpus luteum
C0010093,corpus luteum cyst
C0010097,Striatum
C0010101,correlation and correlation
C0010124,compounds
C0010132,CRF
C0010137,Cortisone
C0010192,Cosyntropin
C0010194,cotinine
C0010200,coughs
C0010201,chronic cough
C0010207,coumarin
C0010210,counseling
C0010216,counterpulsation
C0010261,cracked tooth
C0010266,cranial neuropathy
C0010268,Cranial nerves
C0010271,pleural sinuses
C0010273,Crouzon's Disease
C0010276,craniophayngioma
C0010278,craniosynostosis
C0010280,craniotomy
C0010308,"Hypothyroidism, Congenital"
C0010316,cribriform plate
C0010317,crib
C0010332,Crisis Intervention
C0010337,critical care
C0010340,critically ill
C0010346,crohn's disease
C0010352,Dropping
C0010367,crossmatch blood
C0010380,croup
C0010397,crutch
C0010403,cryoglobulinemia
C0010408,cryosurgery
C0010414,cryptococcus (cryptococcus
C0010418,Crypto
C0010419,cryptosporidium
C0010463,Curare
C0010467,tumeric
C0010478,curriculum
C0010482,cuspid
C0010483,custodial care
C0010495,Cutis laxa
C0010520,+ cyanosis
C0010557,gencitabine
C0010563,Cyclogyl
C0010582,Cyclopentolate
C0010583,cyts
C0010592,CycloSPORINE
C0010594,cyclosporine
C0010598,Cyclothymic Disorder
C0010600,cyclotron
C0010606,adenoid cystic carcinoma
C0010608,Cymarin
C0010620,of cyproheptadine
C0010631,cystadenocarcinoma
C0010633,cystadenoma
C0010635,mucinous adenoCA
C0010646,nystatin
C0010651,cystectomy
C0010672,cystic duct
C0010674,fibrocystic disease
C0010678,cysticercosis
C0010682,cystine
C0010691,Cystinuria
C0010692,cystitis
C0010695,cystocele
C0010701,phyllodes tumor
C0010702,cystoscopy
C0010705,cystostomy
C0010707,cystourethroscopy
C0010711,cytarabine
C0010818,cytology
C0010823,CYTOMEGALOVIRUS
C0010826,Cytomel
C0010828,cytopenias
C0010840,vacuolization
C0010927,DTIC
C0010930,dacryocystitis
C0010934,dactinomycin
C0010957,damage
C0010961,DANAZOL
C0010964,noncommunicating hydrocephalus
C0010975,DANTRIUM
C0010976,dantrolene
C0010977,Dantrolene Sodium
C0010980,dapsone
C0011017,day care
C0011018,daydreams
C0011053,hearing loss
C0011057,sudden hearing loss
C0011065,died
C0011070,death with dignity
C0011079,debridement
C0011103,Decerebrate posturing
C0011106,recidual
C0011107,decidualization
C0011109,decision making
C0011117,compression
C0011119,ending
C0011121,contaminate
C0011124,decreased libido
C0011127,pressure ulcers
C0011131,reductible
C0011134,det
C0011135,bowel movement
C0011142,defense mechanisms
C0011148,Deferoxamine Mesylate
C0011164,degenerative
C0011167,deglutition
C0011168,dysphagia
C0011175,w dehydration
C0011185,DHEA
C0011206,Delirium
C0011209,very procedure
C0011218,Delsym
C0011226,Hepatitis C
C0011251,Delusional disorder
C0011253,delusions
C0011263,Multi-infarct dementia
C0011265,dementia
C0011268,Senile dementia
C0011269,vascular dementia
C0011276,Demeclocycline
C0011303,"demyelinating
disease"
C0011304,myelinolysis
C0011311,dengue
C0011317,denial
C0011321,"BY
DENSITOMETRY"
C0011330,tarta
C0011331,dental service
C0011334,cavity
C0011343,cemented
C0011350,dental enamel
C0011355,dental equipment
C0011365,Dental
C0011373,dental implants
C0011388,dental pin
C0011389,plaque
C0011393,DENTAL PROPHYLAXIS
C0011394,dentures
C0011399,pulp
C0011412,dental records
C0011428,dentigerous cyst
C0011429,dentin
C0011443,"dentition
7"
C0011455,complete dentures
C0011460,Partial dentures
C0011461,fixed bridges
C0011522,DNAase
C0011548,dependent personality disorder
C0011551,depersonalization
C0011560,amyloid deposition
C0011570,Depressions
C0011572,chemical depression
C0011579,reactive depression
C0011581,depression
C0011586,depth perception
C0011593,skin abrasion
C0011603,dermatitis
C0011606,erythroderma
C0011608,Dermatitis Herpetiformis
C0011609,drug rash
C0011615,Atopic dermatitis
C0011616,Contact dermatitis
C0011620,stasis dermatitis
C0011630,Fungal dermatitis
C0011644,5)Scleroderma
C0011649,epidermoid cyst
C0011666,descending aorta
C0011685,Desipramime
C0011701,desmopressin
C0011705,desonide
C0011707,desoximetasone
C0011710,deoxycorticosteronesome
C0011777,17. dexamethasone
C0011789,Dexol
C0011793,LMD
C0011795,DEXTRAN 70
C0011806,Dextran
C0011812,dextroamphetamine
C0011816,dextromethoraphan
C0011824,thyroxine
C0011847,Diabetes
C0011848,diabetes insipidus
C0011849,diabetes
C0011854,IDDM
C0011860,Type 2 diabetes
C0011876,Diabetic cataract
C0011878,diabetic diet
C0011879,DIABETIC FOOT CARE
C0011880,diabetic ketoacidosis
C0011881,DIABETIC NEPHROPATHY
C0011882,Diabetic neuropathy
C0011884,Diabetic Retinopathy
C0011892,heroin
C0011900,Diagnosed
C0011906,differential
C0011911,laboratory diagnosis
C0011918,surgical diagnosis
C0011923,Imaging
C0011928,drg
C0011946,dialysis therapy
C0011947,dialysate
C0011974,diaper rash
C0011980,diaphragms
C0011989,Angelmann syndrome
C0011991,diarrhea x
C0012000,diastolic
C0012002,electrocoagulation
C0012004,Diatrizoate
C0012010,diazepam
C0012022,diazoxide
C0012050,Dibucaine
C0012082,Prevent
C0012091,Diclofenac
C0012093,Dicloxacillin
C0012125,dicyclomine
C0012132,DDC
C0012133,8. Didanosine
C0012156,had diet
C0012157,food diary
C0012159,Diet
C0012163,elemental diet
C0012164,Formula
C0012167,reducing dietary
C0012168,salt-free diet
C0012169,low salt diet
C0012203,diethylstilbesterol
C0012228,diflunisal
C0012236,DiGeorge syndrome
C0012238,digestive
C0012242,DIGESTIVE DISEASE
C0012254,digitalis toxicity
C0012256,Digiti
C0012262,diglycerides
C0012265,Digoxin
C0012271,hydrallazine
C0012305,hydromorphine
C0012306,Hydromorphone
C0012315,nondihydropyridine
C0012341,IODOQUINOL
C0012358,ED and CT
C0012359,dilation
C0012368,-Labetalol
C0012373,diltiazem
C0012381,and Dimenhydrinate
C0012383,BAL
C0012384,DMSA
C0012403,DMSO
C0012472,PGE2
C0012522,13. diphenhydramine
C0012525,Diphenoxylate
C0012544,bisphosphonate
C0012546,Diphtheria
C0012551,Corynebacterium diphtheriae
C0012569,double vision
C0012582,dipyridamole
C0012586,Methamizol
C0012615,articulations
C0012618,disaster
C0012619,disc disease
C0012621,Discharge
C0012622,discharge planning
C0012624,discitis
C0012632,discrimination
C0012634,CONDITION
C0012652,outbreak
C0012655,susceptibility
C0012691,dislocation
C0012694,Cromolyn Sodium
C0012702,4. Disopyramide
C0012715,disorder of iron metabolism
C0012725,displacement
C0012736,aortic dissection aneurysm
C0012737,dissection
C0012739,DISSEMINATED INTRAVASCULAR COAGULATION
C0012746,conversion disorder
C0012772,Disulfiram
C0012798,diuretics
C0012800,osmotic diuretics
C0012802,thiazide diuretic
C0012813,Diverticulitis
C0012814,colon diverticulitis
C0012818,sigmoid diverticulosis
C0012819,diverticular disease
C0012826,lysis of adhesions
C0012833,lightheadedness
C0012878,Mutational Analysis
C0012893,DNA PROBE
C0012963,"as
dobutamine"
